order_id,customer_id,restaurant_id,city,cuisine_type,customer_segment,order_datetime,order_value,discount_applied,delivery_fee,final_amount,payment_method,preparation_time_min,delivery_time_min,delivery_status,customer_rating,distance_km,rider_id,tip_amount,promo_code_used
ORD000015,CUST7396,REST371,Hyderabad,Italian,Regular,2025-07-28 16:34:00,2181.93,492.27,36.46,1726.12,Wallet,25,48,Delayed,1,14.65,RID258,37.98,YES
ORD000016,CUST9238,REST973,Chennai,Chinese,New,2025-01-30 19:46:00,293.25,22.99,25.01,295.27,Wallet,33,77,Delivered,4,17.18,RID170,119.01,YES
ORD000017,CUST9565,REST423,Delhi,Chinese,Premium,2025-07-26 04:05:00,728.61,108.29,81.94,702.26,Debit Card,40,86,Delivered,4,6.05,RID234,134.34,NO
ORD000018,CUST2200,REST650,Mumbai,Desserts,Regular,2025-08-23 10:47:00,171.89,26.69,76.3,221.5,Credit Card,39,53,Cancelled,1,17.74,RID350,73.91,YES
ORD000019,CUST5905,REST779,Bengaluru,Chinese,Regular,2025-08-13 18:32:00,1587.44,391.79,85.4,1281.05,UPI,32,61,Delivered,1,15.11,RID259,54.47,YES
ORD000020,CUST2512,REST749,Hyderabad,Italian,New,2025-06-25 06:56:00,2154.35,272.21,45.11,1927.25,UPI,31,81,Cancelled,1,15.65,RID752,195.96,YES
ORD000021,CUST9938,REST136,Delhi,Desserts,Premium,2025-08-15 18:49:00,1468.13,41.06,114.51,1541.58,Credit Card,32,69,Cancelled,2,3.42,RID415,72.93,YES
ORD000022,CUST3532,REST342,Mumbai,Chinese,Regular,2025-07-03 07:10:00,1717.29,151.84,75.99,1641.44,UPI,31,56,Delivered,4,14.99,RID440,156.48,NO
ORD000023,CUST4644,REST304,Hyderabad,Italian,Regular,2025-12-09 08:28:00,2000.33,54.06,107.22,2053.49,Credit Card,18,38,Delivered,4,1.45,RID297,79.69,NO
ORD000024,CUST2889,REST998,Delhi,Chinese,Premium,2025-02-05 09:31:00,1089.24,267.18,73.62,895.68,Debit Card,21,63,Delivered,1,3.06,RID544,69.14,NO
ORD000025,CUST1027,REST632,Chennai,South Indian,Premium,2025-08-12 20:41:00,1055.21,152.11,45.47,948.57,Credit Card,26,43,Cancelled,4,9.19,RID780,184.15,NO
ORD000026,CUST3085,REST296,Hyderabad,South Indian,Regular,2025-12-06 04:15:00,1341.74,223.7,52.62,1170.66,Credit Card,33,62,Delayed,3,11.81,RID515,109.59,YES
ORD000027,CUST8244,REST791,Mumbai,Desserts,Regular,2025-06-05 09:47:00,1996.53,302.8,52.22,1745.95,Credit Card,16,53,Delayed,4,2.61,RID627,132.77,NO
ORD000028,CUST8784,REST725,Bengaluru,Fast Food,Regular,2025-02-17 08:01:00,677.91,33.75,22.44,666.6,Wallet,31,60,Delivered,2,14.65,RID493,98.88,YES
ORD000029,CUST4585,REST280,Pune,Desserts,Regular,2025-03-17 22:23:00,2247.75,483.51,108.55,1872.79,UPI,32,42,Delayed,4,5.73,RID968,24.27,YES
ORD000030,CUST9270,REST536,Chennai,Fast Food,New,2025-08-26 22:47:00,1549.31,367.98,109.14,1290.47,Cash on Delivery,26,71,Cancelled,5,5.92,RID353,167.97,NO
ORD000031,CUST6502,REST427,Chennai,Indian,New,2025-09-24 16:32:00,795.3,15.41,48.57,828.46,Credit Card,30,55,Delivered,3,8.28,RID256,141.28,YES
ORD000032,CUST1320,REST977,Chennai,Fast Food,Regular,2025-08-01 13:54:00,1244.92,19.38,103.29,1328.83,UPI,20,64,Cancelled,4,6.67,RID499,170.69,NO
ORD000033,CUST1475,REST498,Delhi,South Indian,Premium,2025-10-03 18:38:00,2259.86,275.83,47.29,2031.32,Cash on Delivery,35,83,Delayed,4,4.14,RID578,183.91,YES
ORD000034,CUST1823,REST366,Hyderabad,Italian,New,2025-07-21 20:12:00,347.28,37.21,106.69,416.76,Cash on Delivery,28,39,Cancelled,2,7.41,RID488,55.65,NO
ORD000035,CUST2124,REST899,Pune,Indian,New,2025-05-10 02:47:00,1910.21,24.87,115.19,2000.53,Credit Card,25,36,Delivered,2,16.95,RID736,30.48,YES
ORD000036,CUST3749,REST720,Chennai,South Indian,Premium,2025-08-31 22:51:00,2377.23,276.37,45.62,2146.48,UPI,13,59,Delivered,3,19.33,RID210,115.74,NO
ORD000037,CUST2669,REST813,Delhi,South Indian,Premium,2025-10-22 23:07:00,1082.14,193.44,27.6,916.3,UPI,39,73,Delayed,2,15.87,RID455,106.55,NO
ORD000038,CUST6934,REST750,Hyderabad,South Indian,New,2025-02-05 17:16:00,179.73,18.87,69.02,229.88,Cash on Delivery,30,61,Delivered,4,14.94,RID766,54.02,NO
ORD000039,CUST5569,REST561,Mumbai,Fast Food,Premium,2025-08-27 14:52:00,780.73,166.24,103.07,717.56,Wallet,36,83,Delayed,1,8.2,RID129,98.86,NO
ORD000040,CUST1166,REST629,Mumbai,Indian,New,2025-04-04 16:38:00,2024.91,172.29,108.03,1960.65,Cash on Delivery,16,48,Cancelled,3,11.55,RID346,138.12,NO
ORD000041,CUST7046,REST584,Chennai,Desserts,Regular,2025-08-18 00:35:00,670.75,116.0,50.62,605.37,Cash on Delivery,12,40,Delayed,5,11.46,RID460,140.57,NO
ORD000042,CUST4138,REST321,Pune,Fast Food,Regular,2025-06-06 08:34:00,1845.02,145.55,94.29,1793.76,Wallet,17,34,Delayed,2,12.34,RID202,166.53,NO
ORD000043,CUST5786,REST814,Mumbai,South Indian,Regular,2025-04-27 12:19:00,183.25,24.47,47.43,206.21,UPI,15,44,Delivered,1,11.91,RID580,95.74,NO
ORD000044,CUST1878,REST255,Mumbai,Desserts,Regular,2025-04-05 01:45:00,418.1,6.83,69.17,480.44,UPI,18,58,Delivered,5,3.25,RID882,83.23,YES
ORD000045,CUST1986,REST724,Pune,Indian,New,2025-09-25 12:59:00,848.78,124.88,62.88,786.78,Credit Card,24,62,Cancelled,5,13.55,RID260,47.97,YES
ORD000046,CUST5632,REST819,Hyderabad,Indian,Premium,2025-03-22 00:05:00,1770.02,207.94,23.26,1585.34,Credit Card,23,61,Cancelled,3,15.97,RID740,117.96,YES
ORD000047,CUST1977,REST269,Delhi,Desserts,Premium,2025-08-06 03:55:00,1671.94,379.7,102.66,1394.9,Wallet,27,51,Cancelled,1,9.34,RID579,137.74,NO
ORD000048,CUST5102,REST126,Bengaluru,Chinese,Premium,2025-05-20 17:04:00,1178.73,176.23,108.94,1111.44,Wallet,27,68,Delayed,3,19.06,RID883,134.46,NO
ORD000049,CUST8141,REST750,Hyderabad,Indian,Regular,2025-10-23 01:22:00,1255.68,204.52,111.61,1162.77,Debit Card,34,55,Cancelled,2,7.33,RID786,20.92,YES
ORD000050,CUST1601,REST565,Bengaluru,Italian,Regular,2025-06-18 14:03:00,827.31,195.49,101.36,733.18,Debit Card,32,73,Delivered,5,19.43,RID513,172.98,YES
ORD000051,CUST8242,REST878,Bengaluru,Chinese,Regular,2025-12-03 18:31:00,277.38,35.95,82.26,323.69,Wallet,24,60,Delivered,4,18.63,RID548,176.17,NO
ORD000052,CUST7684,REST195,Mumbai,Indian,Regular,2025-03-04 00:59:00,2028.39,359.93,51.08,1719.54,UPI,30,78,Delayed,1,16.81,RID610,186.53,NO
ORD000053,CUST4122,REST713,Chennai,South Indian,New,2025-09-18 09:19:00,2453.57,149.5,75.13,2379.2,UPI,23,63,Cancelled,4,15.68,RID974,82.99,NO
ORD000054,CUST8316,REST651,Hyderabad,Italian,Regular,2025-01-02 09:39:00,2118.07,307.08,85.99,1896.98,Wallet,33,62,Delayed,2,8.17,RID429,173.92,YES
ORD000055,CUST7325,REST779,Pune,Chinese,Regular,2025-10-20 13:04:00,252.57,47.02,90.52,296.07,UPI,17,53,Delivered,4,10.54,RID704,66.4,YES
ORD000056,CUST2225,REST580,Delhi,Italian,Premium,2025-08-14 03:24:00,186.07,6.71,107.09,286.45,Cash on Delivery,26,65,Delayed,2,2.53,RID436,170.47,NO
ORD000057,CUST4727,REST864,Bengaluru,Fast Food,New,2025-06-12 21:23:00,2200.1,19.75,26.84,2207.19,UPI,32,73,Cancelled,3,4.16,RID406,180.68,YES
ORD000058,CUST3950,REST274,Mumbai,Indian,Premium,2025-06-16 01:54:00,1030.88,37.52,73.12,1066.48,Cash on Delivery,19,51,Delayed,5,13.98,RID609,182.57,YES
ORD000059,CUST5712,REST793,Chennai,Chinese,New,2025-04-29 15:44:00,1229.99,205.05,109.89,1134.83,Cash on Delivery,30,56,Cancelled,4,19.77,RID406,127.79,NO
ORD000060,CUST7248,REST685,Delhi,Desserts,Regular,2025-12-20 08:32:00,618.16,59.45,68.32,627.03,Debit Card,24,53,Delivered,2,19.58,RID774,79.16,YES
ORD000061,CUST4770,REST721,Delhi,Chinese,Premium,2025-10-17 23:24:00,2289.95,426.6,103.28,1966.63,Credit Card,34,47,Delayed,3,5.76,RID873,144.19,YES
ORD000062,CUST6977,REST849,Mumbai,Indian,Regular,2025-11-18 03:18:00,1668.9,128.89,64.08,1604.09,Debit Card,38,88,Delayed,5,8.89,RID305,26.43,NO
ORD000063,CUST5835,REST864,Delhi,Indian,Regular,2025-09-29 17:07:00,2101.61,135.01,102.47,2069.07,UPI,39,66,Delivered,4,15.33,RID331,172.03,NO
ORD000064,CUST7242,REST942,Pune,Italian,New,2025-10-13 12:29:00,182.71,24.51,65.48,223.68,Credit Card,12,47,Cancelled,3,1.48,RID674,65.6,YES
ORD000065,CUST1742,REST138,Delhi,Fast Food,New,2025-11-28 02:09:00,2287.06,172.78,60.83,2175.11,UPI,30,69,Delivered,2,17.86,RID238,77.73,NO
ORD000066,CUST2622,REST953,Hyderabad,Desserts,Regular,2025-12-10 23:46:00,1134.95,210.61,35.45,959.79,Debit Card,40,84,Delivered,4,14.12,RID322,88.68,YES
ORD000067,CUST5520,REST294,Bengaluru,Fast Food,New,2025-07-05 03:23:00,1429.49,349.45,55.87,1135.91,Credit Card,31,64,Delayed,4,13.15,RID121,10.12,NO
ORD000068,CUST4538,REST932,Mumbai,Italian,New,2025-05-05 04:17:00,632.23,131.16,75.42,576.49,Wallet,35,81,Delivered,5,6.27,RID248,197.51,NO
ORD000069,CUST6304,REST116,Mumbai,Italian,New,2025-03-31 03:45:00,459.74,41.17,98.84,517.41,Credit Card,31,42,Delayed,5,9.0,RID216,149.13,NO
ORD000070,CUST9543,REST408,Hyderabad,South Indian,New,2025-08-18 12:21:00,406.28,51.17,114.54,469.65,UPI,26,73,Cancelled,1,17.1,RID536,137.22,NO
ORD000071,CUST9984,REST829,Delhi,Fast Food,Premium,2025-12-31 15:08:00,906.96,33.63,32.62,905.95,Wallet,12,27,Cancelled,5,9.62,RID719,86.04,YES
ORD000072,CUST7779,REST447,Hyderabad,Fast Food,Regular,2025-12-02 22:13:00,1843.97,99.12,65.16,1810.01,UPI,38,83,Cancelled,2,9.11,RID781,50.98,YES
ORD000073,CUST3131,REST669,Bengaluru,Desserts,Premium,2025-12-18 16:11:00,2104.66,49.05,29.66,2085.27,Wallet,12,27,Cancelled,3,13.73,RID520,70.72,NO
ORD000074,CUST4674,REST967,Bengaluru,Italian,Premium,2025-01-27 09:49:00,976.37,141.07,41.27,876.57,Debit Card,29,58,Delivered,4,15.49,RID687,45.23,NO
ORD000075,CUST1474,REST284,Delhi,South Indian,Regular,2025-10-15 21:13:00,211.7,49.17,102.95,265.48,Debit Card,29,74,Cancelled,3,1.12,RID990,28.65,NO
ORD000076,CUST7878,REST564,Delhi,Chinese,Regular,2025-02-05 04:50:00,2433.75,55.83,73.05,2450.97,Debit Card,33,83,Delayed,4,7.16,RID681,119.24,YES
ORD000077,CUST8957,REST721,Hyderabad,Fast Food,Regular,2025-03-21 05:22:00,266.94,5.44,64.31,325.81,Credit Card,34,83,Delayed,4,3.16,RID540,22.18,NO
ORD000078,CUST5938,REST316,Mumbai,Italian,Regular,2025-09-27 22:46:00,668.22,164.46,25.48,529.24,Debit Card,19,31,Delivered,2,1.15,RID864,86.13,YES
ORD000079,CUST7505,REST982,Pune,Indian,Regular,2025-07-14 18:10:00,1325.62,276.18,100.62,1150.06,UPI,32,56,Cancelled,1,18.5,RID982,62.61,NO
ORD000080,CUST3815,REST920,Chennai,Fast Food,Premium,2025-10-21 13:48:00,1131.58,32.58,22.09,1121.09,Debit Card,32,82,Delivered,3,9.3,RID208,48.66,NO
ORD000081,CUST9363,REST748,Bengaluru,Desserts,Premium,2025-09-26 02:41:00,1902.64,105.39,97.91,1895.16,Credit Card,22,51,Cancelled,1,7.67,RID938,129.09,YES
ORD000082,CUST3902,REST891,Pune,Fast Food,Regular,2025-05-01 03:30:00,613.59,92.41,96.02,617.2,Wallet,14,40,Delayed,1,9.53,RID678,128.6,NO
ORD000083,CUST1920,REST460,Chennai,Indian,Regular,2025-11-18 10:47:00,310.47,34.32,50.28,326.43,Cash on Delivery,14,52,Cancelled,3,1.71,RID477,166.34,YES
ORD000084,CUST8368,REST929,Chennai,South Indian,New,2025-11-27 03:04:00,1341.61,155.19,75.43,1261.85,Debit Card,29,77,Delayed,1,10.04,RID254,191.54,NO
ORD000085,CUST8199,REST636,Chennai,Desserts,New,2025-02-22 11:43:00,1335.69,57.62,44.77,1322.84,Debit Card,32,47,Cancelled,4,18.44,RID496,81.75,NO
ORD000086,CUST5655,REST358,Pune,South Indian,Premium,2025-12-14 20:24:00,1671.17,27.54,29.45,1673.08,Credit Card,11,61,Cancelled,4,2.55,RID779,28.29,NO
ORD000087,CUST7171,REST758,Delhi,Chinese,Premium,2025-06-08 22:23:00,453.04,80.28,28.47,401.23,Wallet,32,67,Delivered,5,13.27,RID533,101.7,YES
ORD000088,CUST3538,REST179,Delhi,Indian,Premium,2025-07-05 10:32:00,953.07,182.55,39.2,809.72,Wallet,15,38,Delayed,2,17.79,RID138,132.39,YES
ORD000089,CUST8170,REST144,Hyderabad,Italian,Premium,2025-11-02 12:51:00,574.99,99.59,82.47,557.87,Credit Card,14,34,Cancelled,2,12.6,RID870,149.71,NO
ORD000090,CUST7026,REST794,Chennai,Fast Food,Regular,2025-04-30 18:13:00,2419.15,474.38,110.4,2055.17,Debit Card,17,46,Cancelled,2,10.56,RID528,193.25,YES
ORD000091,CUST9452,REST971,Bengaluru,Italian,New,2025-11-06 04:43:00,272.62,32.75,57.12,296.99,Credit Card,37,63,Cancelled,1,9.54,RID625,29.47,NO
ORD000092,CUST9224,REST482,Mumbai,Fast Food,New,2025-02-16 07:34:00,2228.88,518.48,61.49,1771.89,Debit Card,36,74,Delivered,4,1.54,RID201,167.84,NO
ORD000093,CUST8349,REST730,Bengaluru,Indian,New,2025-03-16 04:41:00,2305.88,272.36,103.11,2136.63,Debit Card,11,39,Delivered,4,16.86,RID661,188.05,NO
ORD000094,CUST8489,REST164,Bengaluru,Fast Food,Premium,2025-02-26 09:50:00,436.34,26.01,83.9,494.23,Wallet,17,46,Delivered,5,13.01,RID688,48.39,YES
ORD000095,CUST9576,REST469,Bengaluru,Desserts,Premium,2025-05-30 14:39:00,979.12,139.69,38.73,878.16,Wallet,10,59,Delayed,1,11.53,RID499,174.67,YES
ORD000096,CUST2698,REST890,Chennai,South Indian,Regular,2025-11-22 13:12:00,1906.19,170.17,26.76,1762.78,Credit Card,21,47,Delivered,2,7.69,RID446,162.7,YES
ORD000097,CUST1605,REST400,Mumbai,Indian,New,2025-12-17 15:51:00,1634.58,331.61,26.31,1329.28,UPI,32,72,Cancelled,4,18.73,RID627,79.64,NO
ORD000098,CUST5476,REST227,Delhi,Fast Food,Regular,2025-05-10 01:14:00,822.36,177.25,24.78,669.89,Cash on Delivery,34,56,Cancelled,3,7.44,RID291,99.24,NO
ORD000099,CUST9937,REST400,Delhi,Indian,New,2025-07-08 17:43:00,1858.64,36.67,80.25,1902.22,Debit Card,18,33,Delayed,2,6.62,RID556,120.52,NO
ORD000100,CUST8126,REST381,Pune,Indian,New,2025-03-27 23:32:00,1200.75,218.18,111.16,1093.73,Cash on Delivery,24,56,Cancelled,5,10.75,RID867,135.88,YES
ORD000101,CUST6933,REST492,Chennai,Indian,Premium,2025-03-15 20:44:00,231.78,3.9,97.85,325.73,Credit Card,31,69,Delayed,3,9.55,RID479,74.4,YES
ORD000102,CUST1424,REST853,Mumbai,Fast Food,Premium,2025-10-21 04:41:00,1085.38,176.26,44.96,954.08,Cash on Delivery,26,59,Delayed,1,3.24,RID893,52.06,NO
ORD000103,CUST8292,REST189,Pune,Italian,Premium,2025-04-20 20:53:00,620.42,21.05,27.41,626.78,Debit Card,19,60,Delayed,2,2.23,RID655,58.07,NO
ORD000104,CUST3275,REST342,Hyderabad,Indian,Regular,2025-03-22 23:54:00,2015.19,256.31,32.14,1791.02,Wallet,30,51,Delayed,2,8.01,RID922,196.6,YES
ORD000105,CUST7708,REST943,Chennai,Indian,New,2025-11-10 02:56:00,1085.68,194.59,67.87,958.96,Debit Card,12,41,Delayed,4,2.41,RID577,136.02,NO
ORD000106,CUST3034,REST630,Mumbai,Italian,New,2025-03-07 18:49:00,577.61,139.53,63.26,501.34,Credit Card,30,77,Cancelled,1,18.76,RID330,69.2,NO
ORD000107,CUST9740,REST195,Chennai,South Indian,New,2025-02-10 08:33:00,2397.43,164.49,82.5,2315.44,Wallet,16,66,Delayed,5,3.93,RID774,124.9,NO
ORD000108,CUST4453,REST885,Chennai,Fast Food,Premium,2025-10-16 01:24:00,340.87,80.83,97.1,357.14,UPI,36,47,Cancelled,3,17.89,RID658,57.93,NO
ORD000109,CUST7809,REST595,Hyderabad,Chinese,Regular,2025-09-05 08:21:00,848.97,15.49,25.99,859.47,Wallet,35,70,Delivered,4,6.94,RID835,63.86,NO
ORD000110,CUST5382,REST560,Mumbai,Chinese,New,2025-07-24 04:27:00,1360.2,36.11,44.17,1368.26,UPI,34,67,Cancelled,1,18.96,RID984,123.08,YES
ORD000111,CUST8648,REST610,Delhi,Fast Food,New,2025-03-23 11:10:00,1844.65,87.54,35.93,1793.04,UPI,39,85,Cancelled,5,10.6,RID346,43.03,NO
ORD000112,CUST9793,REST108,Bengaluru,Fast Food,New,2025-01-25 01:43:00,1554.17,327.48,87.25,1313.94,Debit Card,19,60,Delayed,3,7.95,RID512,73.19,NO
ORD000113,CUST5582,REST945,Chennai,South Indian,Premium,2025-01-27 19:27:00,1001.93,72.29,58.63,988.27,UPI,27,49,Delivered,4,19.53,RID503,74.64,NO
ORD000114,CUST1637,REST240,Pune,Italian,Regular,2025-10-13 12:28:00,617.79,78.63,70.01,609.17,Wallet,34,53,Cancelled,1,3.83,RID627,27.96,NO
ORD000115,CUST5911,REST586,Bengaluru,Italian,Regular,2025-03-25 13:24:00,1545.25,195.98,70.97,1420.24,UPI,29,58,Cancelled,4,12.09,RID915,179.75,YES
ORD000116,CUST9589,REST744,Pune,Desserts,Regular,2025-11-02 16:11:00,1507.44,271.87,78.35,1313.92,Credit Card,18,65,Delayed,2,5.6,RID686,189.64,YES
ORD000117,CUST8726,REST993,Pune,South Indian,New,2025-04-08 00:38:00,1134.13,117.09,40.39,1057.43,Credit Card,24,54,Delayed,5,4.94,RID432,199.62,NO
ORD000118,CUST8932,REST296,Mumbai,Italian,Premium,2025-09-27 12:51:00,1230.21,163.96,74.63,1140.88,Debit Card,20,41,Delivered,3,18.89,RID404,154.23,YES
ORD000119,CUST5715,REST224,Chennai,South Indian,Premium,2025-12-20 16:41:00,969.69,226.35,99.54,842.88,Cash on Delivery,20,60,Cancelled,3,16.55,RID891,160.92,NO
ORD000120,CUST4505,REST306,Chennai,Italian,Premium,2025-01-22 09:49:00,963.95,106.61,45.64,902.98,Debit Card,40,55,Delivered,4,3.08,RID858,117.37,YES
ORD000121,CUST8739,REST202,Pune,Chinese,New,2025-01-26 22:51:00,680.33,39.6,30.02,670.75,Wallet,38,81,Delivered,3,8.73,RID999,95.14,YES
ORD000122,CUST1611,REST279,Hyderabad,Chinese,New,2025-05-28 10:57:00,2283.65,51.07,77.41,2309.99,Cash on Delivery,19,32,Cancelled,5,4.54,RID866,192.43,NO
ORD000123,CUST9901,REST636,Hyderabad,Chinese,Premium,2025-01-20 00:18:00,1566.54,363.62,53.5,1256.42,Cash on Delivery,19,65,Cancelled,4,4.66,RID215,66.14,NO
ORD000124,CUST3875,REST725,Pune,Fast Food,Regular,2025-11-28 08:46:00,183.1,15.43,49.5,217.17,Wallet,32,53,Cancelled,2,2.65,RID785,19.08,YES
ORD000125,CUST6400,REST409,Chennai,South Indian,Premium,2025-09-02 11:02:00,166.05,15.92,64.67,214.8,UPI,39,64,Cancelled,3,13.42,RID809,47.26,YES
ORD000126,CUST2923,REST754,Delhi,Italian,Premium,2025-08-27 10:28:00,1762.27,406.69,108.78,1464.36,Credit Card,15,50,Delivered,3,19.19,RID589,30.64,NO
ORD000127,CUST2341,REST638,Hyderabad,Desserts,Premium,2025-08-01 23:57:00,1929.77,386.92,102.56,1645.41,Debit Card,27,67,Delivered,2,18.43,RID214,12.35,YES
ORD000128,CUST9008,REST193,Chennai,Fast Food,New,2025-10-21 18:19:00,921.08,119.82,31.62,832.88,Cash on Delivery,14,34,Delivered,2,10.75,RID567,112.78,NO
ORD000129,CUST2196,REST146,Hyderabad,Italian,Premium,2025-12-11 10:31:00,1080.48,220.54,94.58,954.52,UPI,33,44,Delayed,5,19.89,RID170,197.23,NO
ORD000130,CUST7135,REST491,Hyderabad,Fast Food,Regular,2025-01-17 09:47:00,1957.08,374.7,117.83,1700.21,UPI,23,44,Delayed,4,19.32,RID995,107.86,NO
ORD000131,CUST1372,REST405,Hyderabad,South Indian,Premium,2025-03-02 06:05:00,1392.78,253.44,42.27,1181.61,Wallet,27,62,Cancelled,1,11.11,RID943,45.93,NO
ORD000132,CUST1256,REST346,Mumbai,Indian,New,2025-06-27 05:17:00,2352.91,426.48,31.28,1957.71,Wallet,18,40,Delivered,4,9.48,RID788,140.66,YES
ORD000133,CUST3295,REST615,Delhi,Chinese,Premium,2025-05-06 01:30:00,700.7,38.06,106.37,769.01,Wallet,22,60,Cancelled,1,11.97,RID891,134.51,NO
ORD000134,CUST1998,REST670,Chennai,South Indian,New,2025-05-02 10:18:00,2466.38,321.4,61.36,2206.34,Cash on Delivery,38,57,Delayed,3,10.42,RID452,188.32,NO
ORD000135,CUST8758,REST346,Mumbai,Italian,Premium,2025-09-26 10:52:00,1109.41,83.17,38.39,1064.63,Credit Card,32,68,Cancelled,5,18.38,RID675,82.54,NO
ORD000136,CUST7079,REST194,Chennai,South Indian,New,2025-10-13 18:05:00,720.72,36.64,84.67,768.75,UPI,14,48,Cancelled,4,8.17,RID719,120.58,YES
ORD000137,CUST1251,REST316,Mumbai,South Indian,New,2025-04-07 20:03:00,659.99,34.47,110.7,736.22,Cash on Delivery,33,78,Delivered,3,14.22,RID820,40.9,YES
ORD000138,CUST6892,REST625,Hyderabad,Fast Food,New,2025-10-10 10:58:00,1044.56,139.36,55.93,961.13,Cash on Delivery,34,62,Cancelled,3,18.37,RID479,62.58,YES
ORD000139,CUST5836,REST256,Mumbai,Italian,New,2025-10-16 07:33:00,188.12,26.02,78.4,240.5,Cash on Delivery,33,52,Delayed,4,16.83,RID611,110.13,NO
ORD000140,CUST9954,REST600,Mumbai,Desserts,Premium,2025-05-12 16:40:00,1232.95,225.87,55.22,1062.3,UPI,40,81,Delayed,2,1.64,RID967,14.87,YES
ORD000141,CUST8471,REST482,Bengaluru,Desserts,Premium,2025-01-04 14:04:00,693.87,122.67,20.91,592.11,Wallet,14,64,Cancelled,5,13.53,RID116,1.32,NO
ORD000142,CUST3937,REST209,Bengaluru,Desserts,New,2025-01-07 00:34:00,1408.98,100.98,70.22,1378.22,Credit Card,26,53,Delivered,4,12.78,RID358,163.04,NO
ORD000143,CUST2320,REST769,Pune,Indian,New,2025-07-23 02:41:00,1228.64,74.7,89.72,1243.66,Cash on Delivery,21,56,Cancelled,3,8.17,RID587,11.22,YES
ORD000144,CUST9653,REST143,Mumbai,Chinese,Premium,2025-12-26 05:50:00,2136.53,344.47,53.13,1845.19,Wallet,12,53,Cancelled,1,6.15,RID176,136.89,NO
ORD000145,CUST3362,REST870,Pune,Fast Food,New,2025-10-06 19:14:00,571.48,121.5,21.57,471.55,Debit Card,31,43,Delivered,2,11.72,RID680,166.93,NO
ORD000146,CUST9204,REST863,Delhi,Indian,New,2025-12-13 18:27:00,1925.68,67.38,118.85,1977.15,Cash on Delivery,20,54,Delivered,1,16.93,RID448,121.03,NO
ORD000147,CUST7150,REST542,Mumbai,South Indian,Premium,2025-06-17 01:00:00,1991.34,224.3,42.81,1809.85,Cash on Delivery,30,57,Delivered,5,15.67,RID402,159.61,YES
ORD000148,CUST6909,REST209,Bengaluru,Indian,Regular,2025-02-12 09:08:00,1822.44,288.81,93.97,1627.6,Cash on Delivery,14,48,Cancelled,3,15.47,RID204,26.5,YES
ORD000149,CUST2524,REST711,Chennai,Italian,Regular,2025-08-09 15:19:00,1354.24,34.97,28.96,1348.23,UPI,27,72,Cancelled,5,8.86,RID897,16.94,YES
